block,Trial,square1,square2,square3,square4,currPoints,totalPoints,square,choiceKey.keys,choiceKey.rt,armNum,blockType,blockNum
prac,0.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,1.0,100.0,0.0,0.0,0.0,0,0.0,square3,,,2,p,0.0
prac,2.0,100.0,0.0,0.0,0.0,100,100.0,square1,,,0,p,0.0
prac,3.0,100.0,0.0,0.0,0.0,100,200.0,square1,,,0,p,0.0
prac,4.0,100.0,0.0,0.0,0.0,100,300.0,square1,,,0,p,0.0
prac,5.0,100.0,0.0,0.0,0.0,100,400.0,square1,,,0,p,0.0
prac,6.0,100.0,0.0,0.0,0.0,100,500.0,square1,,,0,p,0.0
prac,7.0,100.0,0.0,0.0,0.0,99999,500.0,invalid,,,-1,p,0.0
prac,8.0,100.0,0.0,0.0,0.0,100,600.0,square1,,,0,p,0.0
prac,9.0,100.0,0.0,0.0,0.0,100,700.0,square1,,,0,p,0.0
NS4,0.0,55.0,53.0,59.0,44.0,59,59.0,square3,r,0.6551,2,N,4.0
NS4,1.0,49.0,56.0,64.0,41.0,49,108.0,square1,i,0.0991,0,N,4.0
NS4,2.0,50.0,54.0,71.0,48.0,54,162.0,square2,j,0.4174,1,N,4.0
NS4,3.0,53.0,58.0,67.0,50.0,50,212.0,square4,f,0.3173,3,N,4.0
NS4,4.0,49.0,51.0,70.0,55.0,51,263.0,square2,j,0.2753,1,N,4.0
NS4,5.0,55.0,59.0,73.0,58.0,73,336.0,square3,r,0.5223,2,N,4.0
NS4,6.0,56.0,54.0,71.0,57.0,71,407.0,square3,r,0.3557,2,N,4.0
NS4,7.0,60.0,54.0,75.0,52.0,60,467.0,square1,i,0.336,0,N,4.0
NS4,8.0,58.0,53.0,74.0,52.0,52,519.0,square4,f,0.4233,3,N,4.0
NS4,9.0,46.0,48.0,78.0,51.0,46,565.0,square1,i,0.2068,0,N,4.0
NS4,10.0,55.0,48.0,78.0,51.0,48,613.0,square2,j,0.5174,1,N,4.0
NS4,11.0,55.0,44.0,79.0,49.0,49,662.0,square4,f,0.0849,3,N,4.0
NS4,12.0,50.0,40.0,79.0,50.0,79,741.0,square3,r,0.244,2,N,4.0
NS4,13.0,45.0,39.0,79.0,53.0,79,820.0,square3,r,0.3335,2,N,4.0
NS4,14.0,44.0,38.0,77.0,56.0,77,897.0,square3,r,0.2405,2,N,4.0
NS4,15.0,45.0,32.0,68.0,52.0,68,965.0,square3,r,0.29,2,N,4.0
NS4,16.0,49.0,32.0,74.0,53.0,49,1014.0,square1,i,0.28,0,N,4.0
NS4,17.0,45.0,32.0,69.0,51.0,32,1046.0,square2,j,0.0984,1,N,4.0
NS4,18.0,50.0,34.0,69.0,47.0,47,1093.0,square4,f,0.0721,3,N,4.0
NS4,19.0,50.0,36.0,65.0,53.0,65,1158.0,square3,r,0.3741,2,N,4.0
NS4,20.0,45.0,36.0,62.0,53.0,62,1220.0,square3,r,0.333,2,N,4.0
NS4,21.0,49.0,35.0,62.0,55.0,62,1282.0,square3,r,0.2505,2,N,4.0
NS4,22.0,53.0,32.0,61.0,60.0,61,1343.0,square3,r,0.3739,2,N,4.0
NS4,23.0,52.0,33.0,58.0,54.0,58,1401.0,square3,r,0.2594,2,N,4.0
NS4,24.0,48.0,32.0,52.0,60.0,52,1453.0,square3,r,0.2846,2,N,4.0
NS4,25.0,47.0,30.0,53.0,57.0,53,1506.0,square3,r,0.2179,2,N,4.0
NS4,26.0,50.0,30.0,60.0,55.0,60,1566.0,square3,r,0.2341,2,N,4.0
NS4,27.0,50.0,28.0,62.0,47.0,50,1616.0,square1,i,0.2223,0,N,4.0
NS4,28.0,54.0,28.0,58.0,49.0,28,1644.0,square2,j,0.1556,1,N,4.0
NS4,29.0,44.0,29.0,50.0,49.0,49,1693.0,square4,f,0.0695,3,N,4.0
NS4,30.0,43.0,26.0,55.0,57.0,55,1748.0,square3,r,0.059,2,N,4.0
NS4,31.0,43.0,25.0,60.0,54.0,43,1791.0,square1,i,0.1673,0,N,4.0
NS4,32.0,34.0,27.0,58.0,56.0,58,1849.0,square3,r,0.0675,2,N,4.0
NS4,33.0,34.0,20.0,60.0,62.0,60,1909.0,square3,r,0.2001,2,N,4.0
NS4,34.0,38.0,28.0,58.0,57.0,58,1967.0,square3,r,0.2335,2,N,4.0
NS4,35.0,40.0,24.0,63.0,59.0,63,2030.0,square3,r,0.2394,2,N,4.0
NS4,36.0,36.0,30.0,56.0,63.0,56,2086.0,square3,r,0.0908,2,N,4.0
NS4,37.0,40.0,29.0,54.0,63.0,54,2140.0,square3,r,0.1836,2,N,4.0
NS4,38.0,40.0,33.0,53.0,69.0,53,2193.0,square3,r,0.5078,2,N,4.0
NS4,39.0,36.0,30.0,57.0,67.0,57,2250.0,square3,r,0.4086,2,N,4.0
NS4,40.0,33.0,33.0,58.0,68.0,58,2308.0,square3,r,0.2581,2,N,4.0
NS4,41.0,34.0,28.0,58.0,72.0,58,2366.0,square3,r,0.7272,2,N,4.0
NS4,42.0,35.0,30.0,60.0,70.0,60,2426.0,square3,r,0.3346,2,N,4.0
NS4,43.0,35.0,34.0,57.0,63.0,35,2461.0,square1,i,0.0658,0,N,4.0
NS4,44.0,30.0,32.0,59.0,69.0,59,2520.0,square3,r,0.2577,2,N,4.0
NS4,45.0,29.0,31.0,60.0,66.0,66,2586.0,square4,f,0.2855,3,N,4.0
NS4,46.0,35.0,34.0,66.0,66.0,66,2652.0,square4,f,0.3719,3,N,4.0
NS4,47.0,35.0,28.0,63.0,62.0,62,2714.0,square4,f,0.2668,3,N,4.0
NS4,48.0,37.0,37.0,61.0,55.0,37,2751.0,square2,j,0.1387,1,N,4.0
NS4,49.0,40.0,34.0,59.0,54.0,54,2805.0,square4,f,0.3086,3,N,4.0
NS4,50.0,39.0,38.0,68.0,51.0,68,2873.0,square3,r,0.951,2,N,4.0
NS4,51.0,46.0,28.0,69.0,48.0,69,2942.0,square3,r,0.1837,2,N,4.0
NS4,52.0,40.0,34.0,62.0,49.0,62,3004.0,square3,r,0.2377,2,N,4.0
NS4,53.0,39.0,34.0,63.0,48.0,63,3067.0,square3,r,0.0245,2,N,4.0
NS4,54.0,44.0,31.0,58.0,47.0,58,3125.0,square3,r,0.0008,2,N,4.0
NS4,55.0,42.0,30.0,68.0,46.0,42,3167.0,square1,i,0.4244,0,N,4.0
NS4,56.0,36.0,25.0,69.0,44.0,44,3211.0,square4,f,0.0746,3,N,4.0
NS4,57.0,35.0,29.0,71.0,46.0,29,3240.0,square2,j,0.3006,1,N,4.0
NS4,58.0,43.0,28.0,68.0,47.0,68,3308.0,square3,r,0.2497,2,N,4.0
NS4,59.0,43.0,27.0,67.0,43.0,67,3375.0,square3,r,0.275,2,N,4.0
NS4,60.0,40.0,25.0,72.0,46.0,72,3447.0,square3,r,0.1247,2,N,4.0
NS4,61.0,39.0,32.0,63.0,43.0,63,3510.0,square3,r,0.1835,2,N,4.0
NS4,62.0,39.0,29.0,61.0,39.0,61,3571.0,square3,r,0.0183,2,N,4.0
NS4,63.0,41.0,28.0,59.0,40.0,59,3630.0,square3,r,0.0066,2,N,4.0
NS4,64.0,41.0,31.0,57.0,51.0,57,3687.0,square3,r,0.1069,2,N,4.0
NS4,65.0,46.0,36.0,59.0,58.0,59,3746.0,square3,r,0.1503,2,N,4.0
NS4,66.0,45.0,36.0,53.0,46.0,46,3792.0,square4,f,0.3004,3,N,4.0
NS4,67.0,40.0,34.0,49.0,46.0,34,3826.0,square2,j,0.4569,1,N,4.0
NS4,68.0,43.0,37.0,48.0,48.0,43,3869.0,square1,i,0.253,0,N,4.0
NS4,69.0,42.0,36.0,44.0,56.0,44,3913.0,square3,r,0.2903,2,N,4.0
NS4,70.0,40.0,38.0,47.0,58.0,47,3960.0,square3,r,0.289,2,N,4.0
NS4,71.0,36.0,34.0,42.0,63.0,42,4002.0,square3,r,0.4513,2,N,4.0
NS4,72.0,38.0,36.0,36.0,66.0,38,4040.0,square1,i,0.2754,0,N,4.0
NS4,73.0,36.0,40.0,40.0,66.0,40,4080.0,square2,j,0.3293,1,N,4.0
NS4,74.0,31.0,38.0,46.0,67.0,67,4147.0,square4,f,0.042,3,N,4.0
NS4,75.0,40.0,33.0,42.0,64.0,64,4211.0,square4,f,0.2722,3,N,4.0
NS4,76.0,38.0,35.0,42.0,64.0,64,4275.0,square4,f,0.2507,3,N,4.0
NS4,77.0,40.0,35.0,39.0,66.0,66,4341.0,square4,f,0.1227,3,N,4.0
NS4,78.0,40.0,33.0,38.0,68.0,68,4409.0,square4,f,0.1828,3,N,4.0
NS4,79.0,40.0,38.0,31.0,70.0,70,4479.0,square4,f,0.1673,3,N,4.0
NS4,80.0,37.0,35.0,33.0,73.0,73,4552.0,square4,f,0.0435,3,N,4.0
NS4,81.0,34.0,35.0,30.0,70.0,70,4622.0,square4,f,0.1516,3,N,4.0
NS4,82.0,35.0,37.0,31.0,66.0,66,4688.0,square4,f,0.9256,3,N,4.0
NS4,83.0,42.0,32.0,28.0,67.0,67,4755.0,square4,f,0.1578,3,N,4.0
NS4,84.0,38.0,35.0,30.0,68.0,68,4823.0,square4,f,0.2091,3,N,4.0
NS4,85.0,43.0,35.0,32.0,64.0,64,4887.0,square4,f,0.2421,3,N,4.0
NS4,86.0,49.0,35.0,32.0,70.0,70,4957.0,square4,f,0.9425,3,N,4.0
NS4,87.0,48.0,34.0,32.0,69.0,69,5026.0,square4,f,0.5103,3,N,4.0
NS4,88.0,50.0,35.0,30.0,64.0,64,5090.0,square4,f,0.3912,3,N,4.0
NS4,89.0,48.0,34.0,32.0,68.0,68,5158.0,square4,f,0.3411,3,N,4.0
NS4,90.0,53.0,29.0,27.0,68.0,68,5226.0,square4,f,0.2727,3,N,4.0
NS4,91.0,54.0,27.0,34.0,68.0,68,5294.0,square4,f,0.2386,3,N,4.0
NS4,92.0,52.0,20.0,35.0,69.0,69,5363.0,square4,f,0.0524,3,N,4.0
NS4,93.0,42.0,15.0,33.0,68.0,68,5431.0,square4,f,0.1012,3,N,4.0
NS4,94.0,40.0,24.0,37.0,72.0,72,5503.0,square4,f,0.1683,3,N,4.0
NS4,95.0,43.0,25.0,43.0,69.0,69,5572.0,square4,f,0.1347,3,N,4.0
NS4,96.0,41.0,29.0,43.0,74.0,74,5646.0,square4,f,0.1726,3,N,4.0
NS4,97.0,46.0,32.0,42.0,78.0,78,5724.0,square4,f,0.1175,3,N,4.0
NS4,98.0,48.0,26.0,46.0,75.0,75,5799.0,square4,f,0.0559,3,N,4.0
NS4,99.0,46.0,27.0,45.0,71.0,99999,5799.0,invalid,,,-1,N,4.0
NS9,0.0,40.0,33.0,41.0,64.0,41,41.0,square3,i,1.3614,2,N,9.0
NS9,1.0,40.0,19.0,39.0,64.0,40,81.0,square1,j,1.6847,0,N,9.0
NS9,2.0,41.0,16.0,44.0,59.0,16,97.0,square2,f,0.5074,1,N,9.0
NS9,3.0,41.0,19.0,48.0,58.0,58,155.0,square4,r,0.368,3,N,9.0
NS9,4.0,46.0,18.0,45.0,54.0,54,209.0,square4,r,0.217,3,N,9.0
NS9,5.0,40.0,17.0,53.0,54.0,54,263.0,square4,r,0.0572,3,N,9.0
NS9,6.0,40.0,19.0,47.0,46.0,46,309.0,square4,r,0.1589,3,N,9.0
NS9,7.0,44.0,21.0,51.0,49.0,51,360.0,square3,i,0.026,2,N,9.0
NS9,8.0,41.0,26.0,44.0,55.0,44,404.0,square3,i,0.117,2,N,9.0
NS9,9.0,36.0,15.0,44.0,54.0,36,440.0,square1,j,0.2181,0,N,9.0
NS9,10.0,32.0,19.0,48.0,49.0,19,459.0,square2,f,0.2573,1,N,9.0
NS9,11.0,32.0,18.0,50.0,57.0,57,516.0,square4,r,0.273,3,N,9.0
NS9,12.0,32.0,18.0,57.0,52.0,52,568.0,square4,r,0.001,3,N,9.0
NS9,13.0,32.0,8.0,58.0,56.0,56,624.0,square4,r,0.2084,3,N,9.0
NS9,14.0,28.0,9.0,61.0,55.0,55,679.0,square4,r,0.1025,3,N,9.0
NS9,15.0,31.0,11.0,64.0,48.0,48,727.0,square4,r,0.0523,3,N,9.0
NS9,16.0,34.0,13.0,68.0,47.0,68,795.0,square3,i,0.1221,2,N,9.0
NS9,17.0,37.0,11.0,71.0,54.0,71,866.0,square3,i,0.0745,2,N,9.0
NS9,18.0,35.0,10.0,71.0,50.0,71,937.0,square3,i,0.0579,2,N,9.0
NS9,19.0,32.0,21.0,77.0,49.0,77,1014.0,square3,i,0.4515,2,N,9.0
NS9,20.0,41.0,22.0,74.0,48.0,74,1088.0,square3,i,0.6636,2,N,9.0
NS9,21.0,40.0,21.0,75.0,50.0,75,1163.0,square3,i,0.2905,2,N,9.0
NS9,22.0,42.0,23.0,72.0,54.0,72,1235.0,square3,i,0.2838,2,N,9.0
NS9,23.0,43.0,22.0,75.0,45.0,75,1310.0,square3,i,0.3384,2,N,9.0
NS9,24.0,41.0,18.0,70.0,49.0,70,1380.0,square3,i,0.2172,2,N,9.0
NS9,25.0,38.0,21.0,75.0,53.0,75,1455.0,square3,i,0.2358,2,N,9.0
NS9,26.0,40.0,20.0,73.0,54.0,73,1528.0,square3,i,0.0527,2,N,9.0
NS9,27.0,46.0,21.0,74.0,56.0,74,1602.0,square3,i,0.3011,2,N,9.0
NS9,28.0,51.0,25.0,72.0,58.0,72,1674.0,square3,i,0.1671,2,N,9.0
NS9,29.0,43.0,29.0,71.0,56.0,71,1745.0,square3,i,0.3587,2,N,9.0
NS9,30.0,38.0,26.0,71.0,52.0,71,1816.0,square3,i,0.3674,2,N,9.0
NS9,31.0,43.0,23.0,73.0,53.0,73,1889.0,square3,i,0.2507,2,N,9.0
NS9,32.0,43.0,24.0,76.0,52.0,76,1965.0,square3,i,0.1417,2,N,9.0
NS9,33.0,41.0,18.0,72.0,49.0,72,2037.0,square3,i,0.7234,2,N,9.0
NS9,34.0,36.0,26.0,68.0,55.0,68,2105.0,square3,i,0.2675,2,N,9.0
NS9,35.0,34.0,34.0,68.0,52.0,34,2139.0,square1,j,0.1084,0,N,9.0
NS9,36.0,34.0,43.0,70.0,49.0,43,2182.0,square2,f,0.1507,1,N,9.0
NS9,37.0,32.0,41.0,61.0,47.0,47,2229.0,square4,r,0.2567,3,N,9.0
NS9,38.0,28.0,41.0,65.0,47.0,65,2294.0,square3,i,0.2899,2,N,9.0
NS9,39.0,28.0,43.0,61.0,48.0,61,2355.0,square3,i,0.2836,2,N,9.0
NS9,40.0,26.0,46.0,65.0,39.0,65,2420.0,square3,i,0.2003,2,N,9.0
NS9,41.0,21.0,38.0,62.0,41.0,62,2482.0,square3,i,0.0698,2,N,9.0
NS9,42.0,18.0,37.0,59.0,42.0,59,2541.0,square3,i,0.6552,2,N,9.0
NS9,43.0,18.0,44.0,57.0,39.0,57,2598.0,square3,i,0.2746,2,N,9.0
NS9,44.0,19.0,43.0,58.0,36.0,58,2656.0,square3,i,0.2506,2,N,9.0
NS9,45.0,23.0,42.0,53.0,39.0,53,2709.0,square3,i,0.142,2,N,9.0
NS9,46.0,22.0,48.0,58.0,43.0,58,2767.0,square3,i,0.0916,2,N,9.0
NS9,47.0,20.0,47.0,51.0,44.0,51,2818.0,square3,i,0.5893,2,N,9.0
NS9,48.0,21.0,43.0,57.0,40.0,40,2858.0,square4,r,0.2393,3,N,9.0
NS9,49.0,25.0,38.0,59.0,46.0,25,2883.0,square1,j,0.709,0,N,9.0
NS9,50.0,27.0,41.0,49.0,52.0,41,2924.0,square2,f,0.367,1,N,9.0
NS9,51.0,20.0,42.0,52.0,54.0,52,2976.0,square3,i,0.2424,2,N,9.0
NS9,52.0,18.0,41.0,51.0,48.0,51,3027.0,square3,i,0.2911,2,N,9.0
NS9,53.0,17.0,43.0,52.0,50.0,52,3079.0,square3,i,0.2195,2,N,9.0
NS9,54.0,27.0,37.0,55.0,56.0,55,3134.0,square3,i,0.3519,2,N,9.0
NS9,55.0,30.0,38.0,59.0,50.0,59,3193.0,square3,i,0.2684,2,N,9.0
NS9,56.0,32.0,49.0,54.0,59.0,54,3247.0,square3,i,0.2723,2,N,9.0
NS9,57.0,34.0,50.0,50.0,58.0,50,3297.0,square3,i,0.1174,2,N,9.0
NS9,58.0,28.0,49.0,54.0,51.0,51,3348.0,square4,r,0.2998,3,N,9.0
NS9,59.0,26.0,47.0,46.0,49.0,49,3397.0,square4,r,0.2702,3,N,9.0
NS9,60.0,30.0,47.0,50.0,51.0,47,3444.0,square2,f,0.4221,1,N,9.0
NS9,61.0,29.0,43.0,51.0,50.0,43,3487.0,square2,f,0.3839,1,N,9.0
NS9,62.0,32.0,42.0,52.0,54.0,32,3519.0,square1,j,0.2735,0,N,9.0
NS9,63.0,35.0,45.0,57.0,46.0,57,3576.0,square3,i,1.3594,2,N,9.0
NS9,64.0,37.0,41.0,53.0,44.0,53,3629.0,square3,i,0.285,2,N,9.0
NS9,65.0,34.0,41.0,50.0,49.0,50,3679.0,square3,i,0.0706,2,N,9.0
NS9,66.0,38.0,43.0,46.0,53.0,46,3725.0,square3,i,0.0009,2,N,9.0
NS9,67.0,36.0,35.0,51.0,54.0,54,3779.0,square4,r,0.6432,3,N,9.0
NS9,68.0,43.0,38.0,48.0,57.0,57,3836.0,square4,r,0.3013,3,N,9.0
NS9,69.0,42.0,42.0,48.0,49.0,49,3885.0,square4,r,0.2024,3,N,9.0
NS9,70.0,45.0,40.0,50.0,51.0,40,3925.0,square2,f,0.2017,1,N,9.0
NS9,71.0,49.0,42.0,48.0,52.0,49,3974.0,square1,j,0.209,0,N,9.0
NS9,72.0,39.0,44.0,47.0,58.0,39,4013.0,square1,j,0.5049,0,N,9.0
