block,Trial,square1,square2,square3,square4,currPoints,totalPoints,square,choiceKey.keys,choiceKey.rt,armNum,blockType,blockNum
prac,0.0,100.0,0.0,0.0,0.0,100,100.0,square1,,,0,p,0.0
prac,1.0,100.0,0.0,0.0,0.0,0,100.0,square4,,,3,p,0.0
prac,2.0,100.0,0.0,0.0,0.0,100,200.0,square1,,,0,p,0.0
prac,3.0,100.0,0.0,0.0,0.0,100,300.0,square1,,,0,p,0.0
prac,4.0,100.0,0.0,0.0,0.0,100,400.0,square1,,,0,p,0.0
prac,5.0,100.0,0.0,0.0,0.0,100,500.0,square1,,,0,p,0.0
prac,6.0,100.0,0.0,0.0,0.0,100,600.0,square1,,,0,p,0.0
prac,7.0,100.0,0.0,0.0,0.0,100,700.0,square1,,,0,p,0.0
prac,8.0,100.0,0.0,0.0,0.0,0,700.0,square2,,,1,p,0.0
prac,9.0,100.0,0.0,0.0,0.0,0,700.0,square4,,,3,p,0.0
V11,0.0,42.0,67.0,57.0,49.0,67,67.0,square2,r,1.739,1,V,11.0
V11,1.0,42.0,71.0,60.0,53.0,60,127.0,square3,f,0.26,2,V,11.0
V11,2.0,45.0,76.0,58.0,51.0,51,178.0,square4,j,0.614,3,V,11.0
V11,3.0,44.0,65.0,60.0,49.0,44,222.0,square1,i,0.116,0,V,11.0
V11,4.0,46.0,73.0,64.0,51.0,73,295.0,square2,r,0.029,1,V,11.0
V11,5.0,47.0,67.0,58.0,54.0,67,362.0,square2,r,0.205,1,V,11.0
V11,6.0,43.0,68.0,58.0,50.0,50,412.0,square4,j,1.263,3,V,11.0
V11,7.0,42.0,67.0,60.0,58.0,42,454.0,square1,i,0.314,0,V,11.0
V11,8.0,44.0,67.0,60.0,53.0,60,514.0,square3,f,0.165,2,V,11.0
V11,9.0,44.0,67.0,59.0,54.0,67,581.0,square2,r,0.212,1,V,11.0
V11,10.0,49.0,76.0,57.0,52.0,76,657.0,square2,r,0.23,1,V,11.0
V11,11.0,45.0,71.0,58.0,51.0,71,728.0,square2,r,0.25,1,V,11.0
V11,12.0,45.0,72.0,58.0,56.0,45,773.0,square1,i,0.265,0,V,11.0
V11,13.0,49.0,67.0,63.0,54.0,54,827.0,square4,j,0.064,3,V,11.0
V11,14.0,50.0,75.0,57.0,48.0,75,902.0,square2,r,0.347,1,V,11.0
V11,15.0,40.0,71.0,61.0,51.0,71,973.0,square2,r,0.217,1,V,11.0
V11,16.0,47.0,72.0,56.0,54.0,72,1045.0,square2,r,0.298,1,V,11.0
V11,17.0,40.0,71.0,61.0,46.0,71,1116.0,square2,r,0.347,1,V,11.0
V11,18.0,44.0,69.0,59.0,51.0,69,1185.0,square2,r,0.118,1,V,11.0
V11,19.0,44.0,73.0,59.0,47.0,73,1258.0,square2,r,0.446,1,V,11.0
V11,20.0,47.0,69.0,64.0,54.0,69,1327.0,square2,r,0.312,1,V,11.0
V11,21.0,78.0,49.0,70.0,65.0,49,1376.0,square2,r,0.304,1,V,11.0
V11,22.0,78.0,56.0,73.0,62.0,73,1449.0,square3,f,0.247,2,V,11.0
V11,23.0,84.0,54.0,71.0,65.0,84,1533.0,square1,i,0.131,0,V,11.0
V11,24.0,80.0,55.0,72.0,67.0,80,1613.0,square1,i,0.253,0,V,11.0
V11,25.0,80.0,55.0,75.0,63.0,80,1693.0,square1,i,0.265,0,V,11.0
V11,26.0,80.0,56.0,67.0,62.0,80,1773.0,square1,i,0.251,0,V,11.0
V11,27.0,80.0,51.0,68.0,62.0,80,1853.0,square1,i,0.269,0,V,11.0
V11,28.0,79.0,57.0,67.0,57.0,57,1910.0,square4,j,0.047,3,V,11.0
V11,29.0,79.0,50.0,67.0,62.0,79,1989.0,square1,i,0.233,0,V,11.0
V11,30.0,88.0,54.0,74.0,61.0,88,2077.0,square1,i,0.263,0,V,11.0
V11,31.0,81.0,51.0,75.0,63.0,81,2158.0,square1,i,0.247,0,V,11.0
V11,32.0,76.0,51.0,69.0,65.0,51,2209.0,square2,r,0.267,1,V,11.0
V11,33.0,78.0,54.0,72.0,64.0,78,2287.0,square1,i,0.266,0,V,11.0
V11,34.0,77.0,53.0,71.0,62.0,71,2358.0,square3,f,0.083,2,V,11.0
V11,35.0,74.0,59.0,75.0,62.0,75,2433.0,square3,f,0.347,2,V,11.0
V11,36.0,79.0,50.0,72.0,62.0,72,2505.0,square3,f,0.246,2,V,11.0
V11,37.0,74.0,54.0,68.0,62.0,74,2579.0,square1,i,0.215,0,V,11.0
V11,38.0,80.0,57.0,65.0,58.0,80,2659.0,square1,i,0.281,0,V,11.0
V11,39.0,73.0,52.0,75.0,66.0,73,2732.0,square1,i,0.297,0,V,11.0
V11,40.0,82.0,57.0,71.0,57.0,82,2814.0,square1,i,0.248,0,V,11.0
V11,41.0,78.0,53.0,73.0,64.0,78,2892.0,square1,i,0.298,0,V,11.0
V11,42.0,72.0,56.0,67.0,59.0,72,2964.0,square1,i,0.237,0,V,11.0
V11,43.0,81.0,54.0,73.0,63.0,81,3045.0,square1,i,0.269,0,V,11.0
V11,44.0,76.0,54.0,75.0,59.0,76,3121.0,square1,i,0.33,0,V,11.0
V11,45.0,79.0,59.0,71.0,64.0,79,3200.0,square1,i,0.268,0,V,11.0
V11,46.0,80.0,55.0,67.0,57.0,80,3280.0,square1,i,0.249,0,V,11.0
V11,47.0,84.0,53.0,75.0,56.0,84,3364.0,square1,i,0.149,0,V,11.0
V11,48.0,83.0,57.0,71.0,60.0,83,3447.0,square1,i,0.233,0,V,11.0
V11,49.0,79.0,52.0,71.0,60.0,79,3526.0,square1,i,0.131,0,V,11.0
V11,50.0,76.0,50.0,69.0,60.0,76,3602.0,square1,i,0.097,0,V,11.0
V11,51.0,79.0,54.0,72.0,57.0,79,3681.0,square1,i,0.05,0,V,11.0
V11,52.0,80.0,54.0,72.0,64.0,80,3761.0,square1,i,0.249,0,V,11.0
V11,53.0,35.0,50.0,55.0,69.0,35,3796.0,square1,i,0.218,0,V,11.0
V11,54.0,45.0,48.0,55.0,73.0,48,3844.0,square2,r,0.247,1,V,11.0
V11,55.0,43.0,53.0,58.0,70.0,58,3902.0,square3,f,0.331,2,V,11.0
V11,56.0,40.0,46.0,60.0,62.0,62,3964.0,square4,j,0.431,3,V,11.0
V11,57.0,44.0,46.0,53.0,71.0,71,4035.0,square4,j,0.251,3,V,11.0
V11,58.0,44.0,52.0,55.0,68.0,68,4103.0,square4,j,0.237,3,V,11.0
V11,59.0,44.0,44.0,57.0,66.0,66,4169.0,square4,j,0.163,3,V,11.0
V11,60.0,40.0,46.0,57.0,62.0,46,4215.0,square2,r,0.466,1,V,11.0
V11,61.0,42.0,52.0,58.0,62.0,58,4273.0,square3,f,0.286,2,V,11.0
V11,62.0,40.0,49.0,56.0,71.0,40,4313.0,square1,i,0.114,0,V,11.0
V11,63.0,40.0,54.0,60.0,66.0,66,4379.0,square4,j,0.149,3,V,11.0
V11,64.0,41.0,43.0,51.0,66.0,66,4445.0,square4,j,0.097,3,V,11.0
V11,65.0,39.0,48.0,59.0,66.0,66,4511.0,square4,j,0.0,3,V,11.0
V11,66.0,40.0,48.0,59.0,69.0,69,4580.0,square4,j,0.183,3,V,11.0
V11,67.0,46.0,45.0,58.0,69.0,69,4649.0,square4,j,0.081,3,V,11.0
V11,68.0,41.0,50.0,56.0,69.0,69,4718.0,square4,j,0.148,3,V,11.0
V11,69.0,48.0,49.0,57.0,71.0,71,4789.0,square4,j,0.014,3,V,11.0
V11,70.0,41.0,47.0,58.0,65.0,65,4854.0,square4,j,0.112,3,V,11.0
V11,71.0,37.0,46.0,58.0,60.0,60,4914.0,square4,j,0.217,3,V,11.0
V11,72.0,41.0,47.0,54.0,65.0,65,4979.0,square4,j,0.259,3,V,11.0
V11,73.0,42.0,47.0,60.0,67.0,47,5026.0,square2,r,0.281,1,V,11.0
V11,74.0,43.0,49.0,57.0,64.0,43,5069.0,square1,i,0.23,0,V,11.0
V11,75.0,38.0,46.0,57.0,66.0,57,5126.0,square3,f,0.247,2,V,11.0
V11,76.0,42.0,50.0,58.0,68.0,68,5194.0,square4,j,0.231,3,V,11.0
V11,77.0,36.0,49.0,58.0,64.0,64,5258.0,square4,j,0.064,3,V,11.0
V11,78.0,40.0,50.0,56.0,67.0,67,5325.0,square4,j,0.03,3,V,11.0
V11,79.0,39.0,48.0,56.0,67.0,67,5392.0,square4,j,0.183,3,V,11.0
V11,80.0,51.0,33.0,30.0,45.0,45,5437.0,square4,j,0.116,3,V,11.0
V11,81.0,49.0,31.0,23.0,48.0,48,5485.0,square4,j,0.214,3,V,11.0
V11,82.0,55.0,30.0,25.0,42.0,30,5515.0,square2,r,0.041,1,V,11.0
V11,83.0,50.0,33.0,27.0,48.0,27,5542.0,square3,f,0.179,2,V,11.0
V11,84.0,52.0,34.0,25.0,43.0,52,5594.0,square1,i,0.105,0,V,11.0
V11,85.0,49.0,28.0,28.0,44.0,49,5643.0,square1,i,0.149,0,V,11.0
V11,86.0,57.0,29.0,27.0,48.0,57,5700.0,square1,i,0.166,0,V,11.0
V11,87.0,49.0,29.0,21.0,38.0,49,5749.0,square1,i,0.085,0,V,11.0
V11,88.0,55.0,32.0,29.0,46.0,55,5804.0,square1,i,0.021,0,V,11.0
V11,89.0,50.0,28.0,23.0,43.0,50,5854.0,square1,i,0.082,0,V,11.0
V11,90.0,54.0,34.0,32.0,41.0,54,5908.0,square1,i,0.154,0,V,11.0
V11,91.0,50.0,34.0,26.0,44.0,50,5958.0,square1,i,0.131,0,V,11.0
V11,92.0,51.0,31.0,27.0,50.0,51,6009.0,square1,i,0.051,0,V,11.0
V11,93.0,49.0,38.0,28.0,42.0,49,6058.0,square1,i,0.082,0,V,11.0
V11,94.0,50.0,29.0,25.0,46.0,50,6108.0,square1,i,0.082,0,V,11.0
V11,95.0,51.0,36.0,22.0,40.0,51,6159.0,square1,i,0.097,0,V,11.0
V11,96.0,52.0,34.0,32.0,45.0,52,6211.0,square1,i,0.1,0,V,11.0
V11,97.0,53.0,27.0,32.0,44.0,53,6264.0,square1,i,0.131,0,V,11.0
V11,98.0,60.0,31.0,25.0,48.0,60,6324.0,square1,i,0.082,0,V,11.0
V11,99.0,53.0,33.0,23.0,42.0,53,6377.0,square1,i,0.096,0,V,11.0
V5,0.0,46.0,21.0,37.0,28.0,46,46.0,square1,r,0.508,0,V,5.0
V5,1.0,43.0,27.0,36.0,31.0,36,82.0,square3,i,0.245,2,V,5.0
V5,2.0,50.0,18.0,43.0,32.0,32,114.0,square4,f,0.065,3,V,5.0
V5,3.0,53.0,23.0,36.0,34.0,23,137.0,square2,j,0.33,1,V,5.0
V5,4.0,52.0,19.0,38.0,34.0,52,189.0,square1,r,0.096,0,V,5.0
V5,5.0,50.0,22.0,41.0,29.0,50,239.0,square1,r,0.597,0,V,5.0
V5,6.0,52.0,19.0,40.0,33.0,52,291.0,square1,r,0.299,0,V,5.0
V5,7.0,48.0,24.0,36.0,27.0,36,327.0,square3,i,0.266,2,V,5.0
V5,8.0,50.0,24.0,35.0,33.0,50,377.0,square1,r,0.163,0,V,5.0
V5,9.0,48.0,25.0,39.0,34.0,48,425.0,square1,r,0.315,0,V,5.0
V5,10.0,52.0,19.0,32.0,34.0,34,459.0,square4,f,0.347,3,V,5.0
V5,11.0,48.0,22.0,32.0,32.0,22,481.0,square2,j,0.231,1,V,5.0
V5,12.0,47.0,17.0,43.0,29.0,47,528.0,square1,r,0.252,0,V,5.0
V5,13.0,46.0,21.0,42.0,29.0,46,574.0,square1,r,0.38,0,V,5.0
V5,14.0,47.0,28.0,42.0,28.0,47,621.0,square1,r,0.229,0,V,5.0
V5,15.0,50.0,29.0,38.0,36.0,50,671.0,square1,r,0.335,0,V,5.0
V5,16.0,49.0,24.0,36.0,34.0,49,720.0,square1,r,0.001,0,V,5.0
V5,17.0,50.0,20.0,38.0,35.0,50,770.0,square1,r,0.249,0,V,5.0
