block,Trial,square1,square2,square3,square4,currPoints,totalPoints,square,choiceKey.keys,choiceKey.rt,armNum,blockType,blockNum
prac,0.0,100.0,0.0,0.0,0.0,99999,0.0,invalid,,,-1,p,0.0
prac,1.0,100.0,0.0,0.0,0.0,99999,0.0,invalid,,,-1,p,0.0
prac,2.0,100.0,0.0,0.0,0.0,0,0.0,square4,,,3,p,0.0
prac,3.0,100.0,0.0,0.0,0.0,0,0.0,square3,,,2,p,0.0
prac,4.0,100.0,0.0,0.0,0.0,100,100.0,square1,,,0,p,0.0
prac,5.0,100.0,0.0,0.0,0.0,0,100.0,square2,,,1,p,0.0
prac,6.0,100.0,0.0,0.0,0.0,100,200.0,square1,,,0,p,0.0
prac,7.0,100.0,0.0,0.0,0.0,100,300.0,square1,,,0,p,0.0
prac,8.0,100.0,0.0,0.0,0.0,100,400.0,square1,,,0,p,0.0
prac,9.0,100.0,0.0,0.0,0.0,99999,400.0,invalid,,,-1,p,0.0
S6,0.0,40.0,29.0,39.0,26.0,26,26.0,square4,f,0.9394,3,S,6.0
S6,1.0,34.0,40.0,31.0,25.0,25,51.0,square4,f,0.2508,3,S,6.0
S6,2.0,37.0,31.0,25.0,30.0,25,76.0,square3,j,0.3453,2,S,6.0
S6,3.0,39.0,37.0,30.0,27.0,39,115.0,square1,i,0.2498,0,S,6.0
S6,4.0,42.0,40.0,28.0,32.0,42,157.0,square1,i,0.2119,0,S,6.0
S6,5.0,35.0,35.0,39.0,29.0,35,192.0,square1,i,0.3655,0,S,6.0
S6,6.0,48.0,30.0,37.0,33.0,30,222.0,square2,r,0.4423,1,S,6.0
S6,7.0,47.0,34.0,31.0,29.0,29,251.0,square4,f,0.3271,3,S,6.0
S6,8.0,43.0,35.0,30.0,25.0,30,281.0,square3,j,0.1997,2,S,6.0
S6,9.0,36.0,38.0,35.0,35.0,36,317.0,square1,i,0.4362,0,S,6.0
S6,10.0,38.0,35.0,31.0,21.0,38,355.0,square1,i,0.2726,0,S,6.0
S6,11.0,30.0,36.0,31.0,20.0,30,385.0,square1,i,0.1417,0,S,6.0
S6,12.0,37.0,40.0,33.0,22.0,37,422.0,square1,i,0.2299,0,S,6.0
S6,13.0,32.0,41.0,35.0,29.0,32,454.0,square1,i,0.1102,0,S,6.0
S6,14.0,41.0,29.0,30.0,32.0,41,495.0,square1,i,0.1723,0,S,6.0
S6,15.0,43.0,37.0,31.0,27.0,43,538.0,square1,i,0.2267,0,S,6.0
S6,16.0,34.0,34.0,35.0,31.0,34,572.0,square1,i,0.3055,0,S,6.0
S6,17.0,47.0,40.0,29.0,28.0,28,600.0,square4,f,0.4908,3,S,6.0
S6,18.0,37.0,38.0,34.0,35.0,99999,600.0,invalid,,,-1,S,6.0
S6,19.0,36.0,39.0,31.0,26.0,39,639.0,square2,r,0.0915,1,S,6.0
S6,20.0,44.0,40.0,31.0,25.0,40,679.0,square2,r,0.2973,1,S,6.0
S6,21.0,39.0,41.0,35.0,24.0,41,720.0,square2,r,0.2248,1,S,6.0
S6,22.0,41.0,38.0,41.0,31.0,38,758.0,square2,r,0.2017,1,S,6.0
S6,23.0,37.0,31.0,30.0,32.0,37,795.0,square1,i,0.1512,0,S,6.0
S6,24.0,48.0,34.0,34.0,21.0,48,843.0,square1,i,0.2617,0,S,6.0
S6,25.0,42.0,45.0,26.0,29.0,26,869.0,square3,j,0.7453,2,S,6.0
S6,26.0,40.0,39.0,36.0,28.0,40,909.0,square1,i,0.1876,0,S,6.0
S6,27.0,42.0,33.0,29.0,29.0,42,951.0,square1,i,0.1948,0,S,6.0
S6,28.0,41.0,30.0,29.0,29.0,41,992.0,square1,i,0.1755,0,S,6.0
S6,29.0,42.0,40.0,32.0,27.0,42,1034.0,square1,i,0.624,0,S,6.0
S6,30.0,42.0,36.0,30.0,26.0,30,1064.0,square3,j,0.3403,2,S,6.0
S6,31.0,42.0,34.0,35.0,29.0,42,1106.0,square1,i,0.1159,0,S,6.0
S6,32.0,35.0,36.0,31.0,23.0,31,1137.0,square3,j,0.1271,2,S,6.0
S6,33.0,35.0,31.0,35.0,30.0,35,1172.0,square1,i,0.1167,0,S,6.0
S6,34.0,40.0,38.0,31.0,27.0,27,1199.0,square4,f,0.2239,3,S,6.0
S6,35.0,42.0,37.0,34.0,34.0,42,1241.0,square1,i,0.0788,0,S,6.0
S6,36.0,37.0,46.0,31.0,34.0,37,1278.0,square1,i,0.076,0,S,6.0
S6,37.0,38.0,40.0,30.0,26.0,38,1316.0,square1,i,0.0738,0,S,6.0
S6,38.0,36.0,34.0,31.0,33.0,36,1352.0,square1,i,0.088,0,S,6.0
S6,39.0,44.0,37.0,33.0,31.0,44,1396.0,square1,i,0.1089,0,S,6.0
S6,40.0,40.0,38.0,31.0,25.0,40,1436.0,square1,i,0.2179,0,S,6.0
S6,41.0,49.0,35.0,35.0,28.0,49,1485.0,square1,i,0.1997,0,S,6.0
S6,42.0,44.0,40.0,32.0,28.0,44,1529.0,square1,i,0.1223,0,S,6.0
S6,43.0,43.0,36.0,33.0,26.0,43,1572.0,square1,i,0.1534,0,S,6.0
S6,44.0,38.0,33.0,34.0,26.0,38,1610.0,square1,i,0.1876,0,S,6.0
S6,45.0,32.0,35.0,30.0,28.0,32,1642.0,square1,i,0.0802,0,S,6.0
S6,46.0,38.0,36.0,34.0,30.0,30,1672.0,square4,f,1.1106,3,S,6.0
S6,47.0,44.0,35.0,32.0,31.0,31,1703.0,square4,f,0.1999,3,S,6.0
S6,48.0,40.0,40.0,31.0,33.0,33,1736.0,square4,f,0.0663,3,S,6.0
S6,49.0,41.0,29.0,29.0,29.0,29,1765.0,square4,f,0.4209,3,S,6.0
S8,0.0,58.0,60.0,52.0,45.0,99999,0.0,invalid,,,-1,S,8.0
S8,1.0,55.0,57.0,56.0,52.0,57,57.0,square2,i,0.106,1,S,8.0
S8,2.0,54.0,58.0,58.0,49.0,58,115.0,square2,i,0.085,1,S,8.0
S8,3.0,55.0,62.0,52.0,53.0,53,168.0,square4,r,1.6974,3,S,8.0
S8,4.0,55.0,60.0,49.0,51.0,51,219.0,square4,r,0.5695,3,S,8.0
S8,5.0,48.0,63.0,61.0,49.0,49,268.0,square4,r,0.1149,3,S,8.0
S8,6.0,58.0,63.0,59.0,55.0,55,323.0,square4,r,0.0061,3,S,8.0
S8,7.0,56.0,53.0,49.0,51.0,49,372.0,square3,f,0.182,2,S,8.0
S8,8.0,61.0,63.0,66.0,49.0,66,438.0,square3,f,0.087,2,S,8.0
S8,9.0,60.0,59.0,53.0,47.0,53,491.0,square3,f,0.1338,2,S,8.0
S8,10.0,55.0,63.0,52.0,55.0,52,543.0,square3,f,0.1711,2,S,8.0
S8,11.0,62.0,60.0,54.0,50.0,54,597.0,square3,f,0.1087,2,S,8.0
S8,12.0,58.0,64.0,51.0,52.0,58,655.0,square1,j,0.9091,0,S,8.0
S8,13.0,62.0,59.0,53.0,53.0,62,717.0,square1,j,0.2697,0,S,8.0
S8,14.0,51.0,62.0,61.0,54.0,51,768.0,square1,j,0.0905,0,S,8.0
S8,15.0,56.0,68.0,56.0,50.0,56,824.0,square1,j,0.0725,0,S,8.0
S8,16.0,58.0,64.0,56.0,50.0,58,882.0,square1,j,0.1515,0,S,8.0
S8,17.0,64.0,63.0,60.0,42.0,64,946.0,square1,j,0.0153,0,S,8.0
S8,18.0,54.0,64.0,57.0,55.0,54,1000.0,square1,j,0.1269,0,S,8.0
S8,19.0,56.0,53.0,57.0,53.0,53,1053.0,square2,i,0.0392,1,S,8.0
S8,20.0,59.0,64.0,56.0,49.0,64,1117.0,square2,i,0.1452,1,S,8.0
S8,21.0,54.0,59.0,55.0,48.0,59,1176.0,square2,i,0.0011,1,S,8.0
S8,22.0,63.0,63.0,59.0,49.0,63,1239.0,square2,i,0.0307,1,S,8.0
S8,23.0,59.0,60.0,48.0,52.0,60,1299.0,square2,i,0.0178,1,S,8.0
S8,24.0,55.0,53.0,60.0,50.0,53,1352.0,square2,i,0.1513,1,S,8.0
S8,25.0,57.0,60.0,55.0,54.0,57,1409.0,square1,j,0.0313,0,S,8.0
S8,26.0,62.0,66.0,57.0,58.0,62,1471.0,square1,j,0.1156,0,S,8.0
S8,27.0,58.0,55.0,52.0,48.0,58,1529.0,square1,j,0.0942,0,S,8.0
S8,28.0,53.0,59.0,53.0,55.0,53,1582.0,square1,j,0.1784,0,S,8.0
S8,29.0,60.0,58.0,57.0,53.0,60,1642.0,square1,j,0.182,0,S,8.0
S8,30.0,57.0,67.0,52.0,56.0,57,1699.0,square1,j,0.068,0,S,8.0
S8,31.0,60.0,58.0,52.0,50.0,60,1759.0,square1,j,0.0542,0,S,8.0
S8,32.0,54.0,61.0,56.0,57.0,54,1813.0,square1,j,0.021,0,S,8.0
S8,33.0,66.0,64.0,63.0,52.0,66,1879.0,square1,j,0.042,0,S,8.0
S8,34.0,54.0,65.0,66.0,56.0,54,1933.0,square1,j,0.0608,0,S,8.0
S8,35.0,54.0,62.0,61.0,48.0,54,1987.0,square1,j,0.1027,0,S,8.0
S8,36.0,53.0,63.0,54.0,55.0,53,2040.0,square1,j,0.1776,0,S,8.0
S8,37.0,64.0,58.0,57.0,51.0,64,2104.0,square1,j,0.027,0,S,8.0
S8,38.0,68.0,65.0,59.0,57.0,68,2172.0,square1,j,0.0429,0,S,8.0
S8,39.0,64.0,65.0,51.0,55.0,64,2236.0,square1,j,0.1215,0,S,8.0
S8,40.0,63.0,61.0,57.0,47.0,63,2299.0,square1,j,0.1638,0,S,8.0
S8,41.0,65.0,58.0,55.0,49.0,65,2364.0,square1,j,0.1059,0,S,8.0
S8,42.0,52.0,60.0,51.0,56.0,52,2416.0,square1,j,0.0811,0,S,8.0
S8,43.0,63.0,57.0,48.0,50.0,63,2479.0,square1,j,0.0906,0,S,8.0
S8,44.0,59.0,63.0,53.0,53.0,59,2538.0,square1,j,0.1148,0,S,8.0
S8,45.0,62.0,62.0,60.0,53.0,62,2600.0,square1,j,0.0319,0,S,8.0
S8,46.0,56.0,62.0,57.0,60.0,56,2656.0,square1,j,0.0254,0,S,8.0
S8,47.0,60.0,63.0,58.0,56.0,60,2716.0,square1,j,0.0185,0,S,8.0
S8,48.0,59.0,63.0,49.0,53.0,59,2775.0,square1,j,0.024,0,S,8.0
S8,49.0,67.0,67.0,59.0,55.0,67,2842.0,square1,j,0.0133,0,S,8.0
S4,0.0,18.0,16.0,34.0,20.0,18,18.0,square1,i,1.9045,0,S,4.0
S4,1.0,33.0,26.0,26.0,23.0,33,51.0,square1,i,0.0131,0,S,4.0
S4,2.0,35.0,15.0,33.0,22.0,35,86.0,square1,i,0.042,0,S,4.0
S4,3.0,28.0,19.0,27.0,27.0,28,114.0,square1,i,0.1358,0,S,4.0
S4,4.0,27.0,16.0,25.0,28.0,25,139.0,square3,j,0.1886,2,S,4.0
S4,5.0,23.0,22.0,31.0,24.0,24,163.0,square4,f,1.0639,3,S,4.0
S4,6.0,25.0,20.0,34.0,23.0,20,183.0,square2,r,0.0002,1,S,4.0
S4,7.0,21.0,22.0,30.0,21.0,21,204.0,square1,i,1.1089,0,S,4.0
S4,8.0,33.0,24.0,33.0,17.0,33,237.0,square1,i,0.1638,0,S,4.0
S4,9.0,24.0,18.0,31.0,28.0,24,261.0,square1,i,0.0846,0,S,4.0
S4,10.0,31.0,26.0,35.0,20.0,31,292.0,square1,i,0.0603,0,S,4.0
S4,11.0,25.0,15.0,31.0,25.0,25,317.0,square1,i,0.0674,0,S,4.0
S4,12.0,24.0,16.0,29.0,22.0,29,346.0,square3,j,0.0547,2,S,4.0
S4,13.0,28.0,23.0,25.0,17.0,25,371.0,square3,j,0.0325,2,S,4.0
S4,14.0,22.0,23.0,21.0,23.0,21,392.0,square3,j,0.0084,2,S,4.0
S4,15.0,25.0,19.0,28.0,25.0,25,417.0,square1,i,0.0178,0,S,4.0
S4,16.0,26.0,17.0,30.0,21.0,26,443.0,square1,i,0.0084,0,S,4.0
S4,17.0,22.0,21.0,29.0,22.0,22,465.0,square1,i,0.0207,0,S,4.0
S4,18.0,28.0,22.0,32.0,22.0,28,493.0,square1,i,0.1416,0,S,4.0
S4,19.0,26.0,19.0,31.0,26.0,26,519.0,square1,i,0.1042,0,S,4.0
S4,20.0,28.0,18.0,28.0,25.0,28,547.0,square1,i,0.1089,0,S,4.0
S4,21.0,33.0,26.0,21.0,29.0,33,580.0,square1,i,0.0067,0,S,4.0
S4,22.0,31.0,19.0,29.0,20.0,31,611.0,square1,i,0.1027,0,S,4.0
S4,23.0,27.0,21.0,36.0,26.0,27,638.0,square1,i,0.0749,0,S,4.0
S4,24.0,28.0,15.0,32.0,21.0,28,666.0,square1,i,0.0724,0,S,4.0
S4,25.0,27.0,18.0,28.0,25.0,27,693.0,square1,i,0.0967,0,S,4.0
S4,26.0,26.0,20.0,27.0,14.0,26,719.0,square1,i,0.0725,0,S,4.0
S4,27.0,28.0,19.0,36.0,18.0,28,747.0,square1,i,0.1965,0,S,4.0
S4,28.0,28.0,19.0,28.0,23.0,28,775.0,square1,i,0.1512,0,S,4.0
S4,29.0,25.0,22.0,29.0,23.0,25,800.0,square1,i,0.024,0,S,4.0
S4,30.0,26.0,16.0,30.0,20.0,26,826.0,square1,i,0.0603,0,S,4.0
S4,31.0,23.0,25.0,26.0,30.0,23,849.0,square1,i,0.1095,0,S,4.0
S4,32.0,21.0,26.0,22.0,23.0,21,870.0,square1,i,0.1088,0,S,4.0
S4,33.0,25.0,22.0,24.0,17.0,25,895.0,square1,i,0.115,0,S,4.0
S4,34.0,30.0,22.0,33.0,24.0,30,925.0,square1,i,0.1755,0,S,4.0
S4,35.0,23.0,21.0,35.0,26.0,23,948.0,square1,i,0.0179,0,S,4.0
S4,36.0,19.0,21.0,33.0,24.0,19,967.0,square1,i,0.0004,0,S,4.0
S4,37.0,20.0,17.0,26.0,26.0,20,987.0,square1,i,0.1241,0,S,4.0
S4,38.0,28.0,20.0,28.0,26.0,28,1015.0,square1,i,0.11,0,S,4.0
S4,39.0,28.0,23.0,40.0,27.0,28,1043.0,square1,i,0.0968,0,S,4.0
S4,40.0,25.0,24.0,32.0,22.0,25,1068.0,square1,i,0.0634,0,S,4.0
S4,41.0,23.0,23.0,26.0,17.0,23,1091.0,square1,i,0.1179,0,S,4.0
S4,42.0,26.0,18.0,33.0,22.0,26,1117.0,square1,i,0.0845,0,S,4.0
S4,43.0,22.0,21.0,36.0,25.0,22,1139.0,square1,i,0.0303,0,S,4.0
S4,44.0,21.0,18.0,33.0,14.0,21,1160.0,square1,i,0.1331,0,S,4.0
S4,45.0,29.0,19.0,30.0,29.0,29,1189.0,square1,i,0.085,0,S,4.0
S4,46.0,21.0,16.0,22.0,23.0,21,1210.0,square1,i,0.0967,0,S,4.0
S4,47.0,22.0,18.0,28.0,22.0,22,1232.0,square1,i,0.0543,0,S,4.0
S4,48.0,33.0,21.0,32.0,26.0,33,1265.0,square1,i,0.0619,0,S,4.0
S4,49.0,23.0,17.0,20.0,21.0,23,1288.0,square1,i,0.1452,0,S,4.0
S9,0.0,36.0,36.0,32.0,32.0,36,36.0,square1,r,1.7627,0,S,9.0
S9,1.0,40.0,29.0,36.0,24.0,36,72.0,square3,i,0.7817,2,S,9.0
S9,2.0,31.0,43.0,22.0,29.0,22,94.0,square3,i,0.3377,2,S,9.0
S9,3.0,41.0,33.0,28.0,27.0,41,135.0,square1,r,0.0003,0,S,9.0
S9,4.0,34.0,29.0,32.0,31.0,34,169.0,square1,r,0.1791,0,S,9.0
S9,5.0,41.0,32.0,22.0,29.0,41,210.0,square1,r,0.0394,0,S,9.0
S9,6.0,44.0,30.0,21.0,28.0,30,240.0,square2,f,0.1293,1,S,9.0
S9,7.0,39.0,37.0,26.0,24.0,37,277.0,square2,f,0.0239,1,S,9.0
S9,8.0,41.0,33.0,23.0,20.0,33,310.0,square2,f,0.1049,1,S,9.0
S9,9.0,30.0,35.0,24.0,27.0,27,337.0,square4,j,0.618,3,S,9.0
S9,10.0,41.0,29.0,23.0,28.0,28,365.0,square4,j,0.0979,3,S,9.0
S9,11.0,37.0,38.0,22.0,33.0,37,402.0,square1,r,0.112,0,S,9.0
S9,12.0,35.0,31.0,27.0,32.0,35,437.0,square1,r,0.1393,0,S,9.0
S9,13.0,38.0,37.0,30.0,29.0,38,475.0,square1,r,0.1087,0,S,9.0
S9,14.0,36.0,38.0,30.0,37.0,36,511.0,square1,r,0.0368,0,S,9.0
S9,15.0,40.0,29.0,27.0,24.0,40,551.0,square1,r,1.0121,0,S,9.0
S9,16.0,33.0,37.0,29.0,28.0,33,584.0,square1,r,0.2615,0,S,9.0
S9,17.0,41.0,32.0,36.0,31.0,41,625.0,square1,r,0.0571,0,S,9.0
S9,18.0,39.0,26.0,16.0,35.0,39,664.0,square1,r,0.0916,0,S,9.0
S9,19.0,35.0,30.0,23.0,27.0,35,699.0,square1,r,0.0664,0,S,9.0
S9,20.0,39.0,34.0,23.0,29.0,39,738.0,square1,r,0.0534,0,S,9.0
S9,21.0,35.0,37.0,28.0,31.0,35,773.0,square1,r,0.0801,0,S,9.0
S9,22.0,37.0,30.0,23.0,38.0,37,810.0,square1,r,0.0603,0,S,9.0
S9,23.0,37.0,34.0,27.0,34.0,37,847.0,square1,r,0.0918,0,S,9.0
S9,24.0,31.0,34.0,26.0,27.0,31,878.0,square1,r,0.0122,0,S,9.0
S9,25.0,38.0,40.0,29.0,24.0,38,916.0,square1,r,0.1293,0,S,9.0
S9,26.0,43.0,31.0,21.0,24.0,43,959.0,square1,r,0.0371,0,S,9.0
S9,27.0,30.0,31.0,23.0,28.0,30,989.0,square1,r,0.0089,0,S,9.0
S9,28.0,44.0,32.0,31.0,32.0,44,1033.0,square1,r,0.1149,0,S,9.0
S9,29.0,36.0,38.0,22.0,22.0,36,1069.0,square1,r,0.0058,0,S,9.0
S9,30.0,41.0,30.0,26.0,29.0,41,1110.0,square1,r,0.1281,0,S,9.0
S9,31.0,39.0,37.0,30.0,32.0,39,1149.0,square1,r,0.044,0,S,9.0
S9,32.0,35.0,39.0,28.0,31.0,35,1184.0,square1,r,0.085,0,S,9.0
S9,33.0,37.0,39.0,29.0,32.0,37,1221.0,square1,r,0.321,0,S,9.0
S9,34.0,46.0,33.0,21.0,25.0,46,1267.0,square1,r,0.018,0,S,9.0
S9,35.0,38.0,33.0,28.0,28.0,38,1305.0,square1,r,0.0546,0,S,9.0
S9,36.0,40.0,37.0,21.0,32.0,40,1345.0,square1,r,0.0485,0,S,9.0
S9,37.0,38.0,43.0,23.0,37.0,38,1383.0,square1,r,0.0021,0,S,9.0
S9,38.0,36.0,31.0,29.0,29.0,36,1419.0,square1,r,0.0363,0,S,9.0
S9,39.0,41.0,29.0,26.0,28.0,41,1460.0,square1,r,0.1341,0,S,9.0
S9,40.0,32.0,36.0,26.0,28.0,32,1492.0,square1,r,0.0198,0,S,9.0
S9,41.0,40.0,37.0,35.0,28.0,40,1532.0,square1,r,0.0198,0,S,9.0
S9,42.0,43.0,32.0,26.0,37.0,43,1575.0,square1,r,0.0878,0,S,9.0
S9,43.0,40.0,31.0,23.0,31.0,40,1615.0,square1,r,0.03,0,S,9.0
S9,44.0,42.0,38.0,24.0,40.0,42,1657.0,square1,r,0.1512,0,S,9.0
S9,45.0,36.0,35.0,30.0,33.0,36,1693.0,square1,r,0.0002,0,S,9.0
S9,46.0,38.0,30.0,33.0,26.0,38,1731.0,square1,r,0.1213,0,S,9.0
S9,47.0,39.0,37.0,25.0,26.0,39,1770.0,square1,r,0.1047,0,S,9.0
S9,48.0,36.0,35.0,26.0,27.0,36,1806.0,square1,r,0.0578,0,S,9.0
S9,49.0,40.0,32.0,24.0,28.0,40,1846.0,square1,r,0.2053,0,S,9.0
S5,0.0,90.0,70.0,79.0,84.0,84,84.0,square4,i,0.5209,3,S,5.0
S5,1.0,92.0,77.0,83.0,81.0,81,165.0,square4,i,0.0002,3,S,5.0
S5,2.0,83.0,72.0,81.0,76.0,76,241.0,square4,i,0.121,3,S,5.0
S5,3.0,87.0,72.0,79.0,81.0,81,322.0,square4,i,0.1756,3,S,5.0
S5,4.0,86.0,81.0,78.0,72.0,81,403.0,square2,r,0.1182,1,S,5.0
S5,5.0,89.0,70.0,79.0,83.0,70,473.0,square2,r,0.0058,1,S,5.0
S5,6.0,86.0,69.0,81.0,81.0,69,542.0,square2,r,0.0118,1,S,5.0
S5,7.0,82.0,72.0,86.0,80.0,86,628.0,square3,f,0.1937,2,S,5.0
S5,8.0,84.0,67.0,80.0,77.0,80,708.0,square3,f,0.1573,2,S,5.0
S5,9.0,92.0,80.0,86.0,84.0,86,794.0,square3,f,0.16,2,S,5.0
S5,10.0,82.0,71.0,80.0,80.0,80,874.0,square3,f,0.0543,2,S,5.0
S5,11.0,80.0,75.0,79.0,75.0,80,954.0,square1,j,0.2244,0,S,5.0
S5,12.0,84.0,75.0,80.0,82.0,84,1038.0,square1,j,0.1405,0,S,5.0
S5,13.0,85.0,74.0,74.0,81.0,85,1123.0,square1,j,0.0365,0,S,5.0
S5,14.0,81.0,79.0,85.0,81.0,81,1204.0,square1,j,0.038,0,S,5.0
S5,15.0,81.0,75.0,76.0,77.0,76,1280.0,square3,f,0.0834,2,S,5.0
S5,16.0,86.0,74.0,78.0,74.0,78,1358.0,square3,f,0.0849,2,S,5.0
S5,17.0,81.0,77.0,81.0,77.0,81,1439.0,square3,f,0.1088,2,S,5.0
S5,18.0,87.0,70.0,84.0,82.0,84,1523.0,square3,f,0.1634,2,S,5.0
S5,19.0,84.0,76.0,83.0,76.0,83,1606.0,square3,f,0.0238,2,S,5.0
S5,20.0,79.0,78.0,82.0,76.0,82,1688.0,square3,f,0.1214,2,S,5.0
S5,21.0,86.0,68.0,80.0,72.0,80,1768.0,square3,f,0.0614,2,S,5.0
S5,22.0,93.0,80.0,85.0,84.0,85,1853.0,square3,f,0.0389,2,S,5.0
S5,23.0,87.0,73.0,76.0,70.0,76,1929.0,square3,f,0.0662,2,S,5.0
S5,24.0,85.0,69.0,81.0,78.0,81,2010.0,square3,f,0.0247,2,S,5.0
S5,25.0,89.0,77.0,77.0,76.0,77,2087.0,square3,f,0.0422,2,S,5.0
S5,26.0,84.0,71.0,81.0,75.0,75,2162.0,square4,i,0.0392,3,S,5.0
S5,27.0,84.0,75.0,82.0,71.0,71,2233.0,square4,i,0.0198,3,S,5.0
S5,28.0,83.0,72.0,82.0,78.0,78,2311.0,square4,i,0.0002,3,S,5.0
S5,29.0,91.0,67.0,79.0,74.0,74,2385.0,square4,i,0.0483,3,S,5.0
S5,30.0,82.0,69.0,81.0,77.0,81,2466.0,square3,f,0.0481,2,S,5.0
S5,31.0,82.0,72.0,80.0,78.0,80,2546.0,square3,f,0.0273,2,S,5.0
S5,32.0,83.0,73.0,91.0,80.0,91,2637.0,square3,f,0.024,2,S,5.0
S5,33.0,83.0,68.0,85.0,78.0,85,2722.0,square3,f,0.1694,2,S,5.0
S5,34.0,89.0,79.0,83.0,77.0,83,2805.0,square3,f,0.0125,2,S,5.0
S5,35.0,88.0,72.0,79.0,80.0,79,2884.0,square3,f,0.0786,2,S,5.0
S5,36.0,90.0,74.0,84.0,76.0,84,2968.0,square3,f,0.1572,2,S,5.0
