block,Trial,square1,square2,square3,square4,currPoints,totalPoints,square,choiceKey.keys,choiceKey.rt,armNum,blockType,blockNum
prac,0.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,1.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,2.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,3.0,100.0,0.0,0.0,0.0,99999,0.0,invalid,,,-1,p,0.0
prac,4.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,5.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,6.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,7.0,100.0,0.0,0.0,0.0,0,0.0,square2,,,1,p,0.0
prac,8.0,100.0,0.0,0.0,0.0,0,0.0,square3,,,2,p,0.0
prac,9.0,100.0,0.0,0.0,0.0,0,0.0,square4,,,3,p,0.0
V8,0.0,49.0,55.0,64.0,74.0,55,55.0,square2,r,0.701,1,V,8.0
V8,1.0,51.0,54.0,70.0,81.0,51,106.0,square1,i,0.448,0,V,8.0
V8,2.0,46.0,62.0,70.0,77.0,70,176.0,square3,f,0.59,2,V,8.0
V8,3.0,46.0,56.0,67.0,75.0,75,251.0,square4,j,0.413,3,V,8.0
V8,4.0,50.0,59.0,67.0,83.0,83,334.0,square4,j,0.28,3,V,8.0
V8,5.0,51.0,54.0,65.0,78.0,78,412.0,square4,j,0.002,3,V,8.0
V8,6.0,45.0,57.0,66.0,80.0,66,478.0,square3,f,0.91,2,V,8.0
V8,7.0,46.0,64.0,68.0,77.0,77,555.0,square4,j,0.43,3,V,8.0
V8,8.0,50.0,57.0,66.0,73.0,50,605.0,square1,i,0.358,0,V,8.0
V8,9.0,46.0,56.0,71.0,72.0,56,661.0,square2,r,0.19,1,V,8.0
V8,10.0,56.0,58.0,67.0,75.0,75,736.0,square4,j,0.334,3,V,8.0
V8,11.0,50.0,61.0,69.0,74.0,69,805.0,square3,f,0.323,2,V,8.0
V8,12.0,59.0,59.0,69.0,77.0,77,882.0,square4,j,0.375,3,V,8.0
V8,13.0,50.0,56.0,72.0,77.0,77,959.0,square4,j,0.298,3,V,8.0
V8,14.0,48.0,55.0,65.0,80.0,80,1039.0,square4,j,0.031,3,V,8.0
V8,15.0,48.0,58.0,65.0,76.0,76,1115.0,square4,j,0.057,3,V,8.0
V8,16.0,49.0,58.0,67.0,75.0,75,1190.0,square4,j,0.54,3,V,8.0
V8,17.0,51.0,56.0,68.0,76.0,76,1266.0,square4,j,0.472,3,V,8.0
V8,18.0,52.0,63.0,69.0,80.0,80,1346.0,square4,j,0.082,3,V,8.0
V8,19.0,54.0,54.0,71.0,79.0,79,1425.0,square4,j,0.01,3,V,8.0
V8,20.0,48.0,53.0,62.0,77.0,77,1502.0,square4,j,0.043,3,V,8.0
V8,21.0,44.0,61.0,66.0,77.0,77,1579.0,square4,j,0.464,3,V,8.0
V8,22.0,52.0,58.0,64.0,78.0,78,1657.0,square4,j,0.04,3,V,8.0
V8,23.0,50.0,49.0,67.0,79.0,79,1736.0,square4,j,0.058,3,V,8.0
V8,24.0,49.0,59.0,69.0,74.0,69,1805.0,square3,f,0.309,2,V,8.0
V8,25.0,46.0,61.0,65.0,81.0,61,1866.0,square2,r,0.157,1,V,8.0
V8,26.0,49.0,58.0,63.0,35.0,35,1901.0,square4,j,0.208,3,V,8.0
V8,27.0,48.0,51.0,66.0,41.0,41,1942.0,square4,j,0.025,3,V,8.0
